INSTNM,CITY,STABBR,CreditBaseline,YearlyEstimatedSavings,ANNUAL AVG,estimatedReturnRate
Center for Allied Health Education,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,0.3,11444.26,4330.0,0.102
Aveda Fredric's Institute-Cincinnati,West Chester,OH,0.3,12157.88,4600.0,0.109
MyComputerCareer at Columbus,Westerville,OH,0.3,11682.14,4420.0,0.104
CDE Career Institute,Tannersville,PA,0.3,11893.58,4500.0,0.106
Charleston School of Law,Charleston,SC,0.3,14113.71,5340.0,0.126
Elite College of Cosmetology,Lexington,TN,0.3,12950.78,4900.0,0.116
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,0.3,13505.82,5110.0,0.121
Southwest University at El Paso,El Paso,TX,0.4,17206.04,6510.0,0.179
Paul Mitchell the School-Austin,Austin,TX,0.3,13690.83,5180.0,0.122
Aveda Institute-Provo,Provo,UT,0.3,14853.76,5620.0,0.133
Dixie Technical College,Saint George,UT,0.3,17338.19,6560.0,0.155
Victoria's Academy of Cosmetology,Kennewick,WA,0.4,13532.25,5120.0,0.141
Paul Mitchell the School-San Antonio,San Antonio,TX,0.4,13611.54,5150.0,0.142
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,0.4,11867.15,4490.0,0.124
The Art Institute of Austin,Bastrop,TX,0.3,13611.54,5150.0,0.122
Remington College-Houston Southeast Campus,Webster,TX,0.4,13162.23,4980.0,0.137
Remington College-Shreveport Campus,Shreveport,LA,0.4,13400.1,5070.0,0.14
Jenny Lea Academy of Cosmetology,Johnson City,TN,0.3,12686.48,4800.0,0.113
Patrick Henry College,Purcellville,VA,0.3,12818.63,4850.0,0.114
The Hair Academy,Bismarck,ND,0.3,12290.03,4650.0,0.11
Ross Medical Education Center-New Baltimore,New Baltimore,MI,0.3,11444.26,4330.0,0.102
Ross College-Sylvania,Sylvania,OH,0.4,11549.98,4370.0,0.12
Fortis Institute-Nashville,Nashville,TN,0.3,12739.34,4820.0,0.114
ATA College-Cincinnati,Cincinnati,OH,0.3,12342.89,4670.0,0.11
Community Technology Learning Center of Portage,Ravenna,OH,0.4,11417.83,4320.0,0.119
Dental Assistant Pro LLC-Columbus,Westerville,OH,0.3,11682.14,4420.0,0.104
Dental Assistant Pro-Lebanon,Lebanon,OH,0.3,12210.74,4620.0,0.109
Elite Welding Academy LLC,Cincinnati,OH,0.3,12210.74,4620.0,0.109
Galen College of Nursing-Cincinnati,Cincinnati,OH,0.3,12237.17,4630.0,0.109
Strayer University-North Carolina,Greensboro,NC,0.4,13479.39,5100.0,0.14
Strayer University-New Jersey,Piscataway,NJ,0.3,12316.46,4660.0,0.11
International Culinary Arts and Sciences Institute,Chesterland,OH,0.3,10942.09,4140.0,0.098
Ohio Media School-Columbus,Columbus,OH,0.3,11735.0,4440.0,0.105
Ohio Medical Career College,Dayton,OH,0.3,12025.73,4550.0,0.107
The King's College,New York,NY,0.3,12210.74,4620.0,0.109
Chamberlain University-Administrative Office,Chicago,IL,0.4,11893.58,4500.0,0.124
Chamberlain University-Illinois,Addison,IL,0.4,11867.15,4490.0,0.124
Chamberlain University-Ohio,Columbus,OH,0.3,11708.57,4430.0,0.105
Chamberlain University-Arizona,Phoenix,AZ,0.3,17734.65,6710.0,0.158
Bryan University,Rogers,AR,0.3,13294.38,5030.0,0.119
The Salon Professional Academy-Appleton,Appleton,WI,0.3,11735.0,4440.0,0.105
Milan Institute of Cosmetology-Vacaville,Vacaville,CA,0.4,15303.07,5790.0,0.159
Milan Institute of Cosmetology-Reno,Reno,NV,0.3,16148.83,6110.0,0.144
Ottawa University-Online,Ottawa,KS,0.3,13188.66,4990.0,0.118
Paul Mitchell the School-Esani,Roswell,GA,0.3,13320.81,5040.0,0.119
Institute of Production and Recording,Minneapolis,MN,0.3,12052.16,4560.0,0.108
Paul Mitchell the School-Birmingham,Hoover,AL,0.3,13347.24,5050.0,0.119
Taft University System,Lakewood,CO,0.3,14668.75,5550.0,0.131
Mayfield College,Cathedral City,CA,0.4,17813.94,6740.0,0.186
Academy of Esthetics and Cosmetology,San Fernando,CA,0.4,16386.71,6200.0,0.171
Borner's Barber College,Los Angeles,CA,0.4,15831.67,5990.0,0.165
Paul Mitchell the School-Pasadena,Pasadena,CA,0.4,15884.53,6010.0,0.165
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,0.4,13109.37,4960.0,0.137
Laurus College,San Luis Obispo,CA,0.3,16307.42,6170.0,0.146
Healing Hands School of Holistic Health,Escondido,CA,0.4,16254.56,6150.0,0.169
Career Development Institute Inc,Los Angeles,CA,0.4,16043.11,6070.0,0.167
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,0.3,14272.29,5400.0,0.127
Aspen University,Phoenix,AZ,0.3,17628.92,6670.0,0.157
Institute of Taoist Education and Acupuncture,Louisville,CO,0.4,14166.57,5360.0,0.148
Denver College of Nursing,Denver,CO,0.3,15461.65,5850.0,0.138
Cambridge College of Healthcare & Technology,Delray Beach,FL,0.3,14245.86,5390.0,0.127
Cozmo Beauty School,Bonita Springs,FL,0.3,15038.77,5690.0,0.134
Celebrity School of Beauty,Miami,FL,0.3,14298.72,5410.0,0.128
Paul Mitchell the School-Atlanta,Atlanta,GA,0.3,13426.53,5080.0,0.12
Evans Hairstyling College-Rexburg,Rexburg,ID,0.3,13373.67,5060.0,0.119
Paul Mitchell the School-Rexburg,Rexburg,ID,0.3,13373.67,5060.0,0.119
University of Aesthetics & Cosmetology,Chicago,IL,0.4,11840.72,4480.0,0.123
The University of Aesthetics & Cosmetology,Downers Grove,IL,0.4,11920.01,4510.0,0.124
Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,0.4,11629.28,4400.0,0.121
Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,0.4,11867.15,4490.0,0.124
Tricoci University of Beauty Culture-Peoria,Peoria,IL,0.3,12290.03,4650.0,0.11
Tricoci University of Beauty Culture-Rockford,Rockford,IL,0.3,11867.15,4490.0,0.106
Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,0.3,12977.21,4910.0,0.116
French Academy of Cosmetology,Spring Lake,MI,0.4,11364.97,4300.0,0.118
Healing Arts Center,St. Louis,MO,0.3,12845.06,4860.0,0.115
Paul Mitchell the School-Springfield,Springfield,MO,0.3,13056.5,4940.0,0.117
Urshan Graduate School of Theology,Wentzville,MO,0.3,12871.49,4870.0,0.115
Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,0.3,13585.11,5140.0,0.121
College of Western Idaho,Nampa,ID,0.3,14483.73,5480.0,0.129
Aveda Institute-Chapel Hill,Chapel Hill,NC,0.3,13505.82,5110.0,0.121
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,0.3,13452.96,5090.0,0.12
Total Image Beauty Academy,Union City,NJ,0.3,12210.74,4620.0,0.109
Jersey College,Teterboro,NJ,0.3,12263.6,4640.0,0.109
American Institute of Medical Sciences & Education,Piscataway,NJ,0.3,12316.46,4660.0,0.11
Casal Institute of Nevada,Las Vegas,NV,0.4,17681.78,6690.0,0.184
Career School of NY,Staten Island,NY,0.3,12237.17,4630.0,0.109
Yeshiva of Machzikai Hadas,Brooklyn,NY,0.3,12448.61,4710.0,0.111
Aveda Institute-Columbus,Columbus,OH,0.3,11761.43,4450.0,0.105
Paul Mitchell the School-Cincinnati,Cincinnati,OH,0.3,12237.17,4630.0,0.109
Hands on Therapy,Mesquite,TX,0.4,13875.84,5250.0,0.145
MediaTech Institute-Dallas,Dallas,TX,0.4,13928.7,5270.0,0.145
Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,0.4,13611.54,5150.0,0.142
Skin Science Institute,Sandy,UT,0.3,14615.88,5530.0,0.13
Pacific Northwest University of Health Sciences,Yakima,WA,0.3,13796.55,5220.0,0.123
The Chicago School of Professional Psychology at Anaheim,Anaheim,CA,0.4,15725.95,5950.0,0.164
Fortis College-Dothan,Dothan,AL,0.3,14007.99,5300.0,0.125
Fortis Institute-Pensacola,Pensacola,FL,0.3,13955.13,5280.0,0.125
Fortis College-Montgomery,Montgomery,AL,0.3,13822.98,5230.0,0.123
Woodland Community College,Woodland,CA,0.3,15276.64,5780.0,0.136
Dorsey College-Roseville,Roseville,MI,0.3,11629.28,4400.0,0.104
Fortis Institute-Birmingham,Birmingham,AL,0.3,13373.67,5060.0,0.119
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Cardiac and Vascular Institute of Ultrasound,Mobile,AL,0.3,13770.12,5210.0,0.123
Studio Academy of Beauty,Chandler,AZ,0.3,17681.78,6690.0,0.158
California Nurses Educational Institute,Palm Springs,CA,0.4,17655.35,6680.0,0.184
Paul Mitchell the School-Sacramento,Sacramento,CA,0.3,15197.35,5750.0,0.136
Providence Christian College,Pasadena,CA,0.4,15884.53,6010.0,0.165
Oxford Academy of Hair Design Inc,Seymour,CT,0.4,12263.6,4640.0,0.128
Institute of World Politics,Washington,DC,0.3,12871.49,4870.0,0.115
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,0.3,12818.63,4850.0,0.114
Medical Institute of Palm Beach,Greenacres,FL,0.3,14140.14,5350.0,0.126
Oliver Finley Academy of Cosmetology,Boise,ID,0.3,14483.73,5480.0,0.129
National Career College,Panorama City,CA,0.4,16386.71,6200.0,0.171
Aveda Institute-Chicago,Chicago,IL,0.4,11840.72,4480.0,0.123
Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,0.4,11867.15,4490.0,0.124
Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,0.4,11893.58,4500.0,0.124
The Temple-A Paul Mitchell Partner School,Frederick,MD,0.3,12527.9,4740.0,0.112
Center for Massage,Asheville,NC,0.3,13505.82,5110.0,0.121
The Academy of Hair Design LLC,Oklahoma City,OK,0.3,14325.15,5420.0,0.128
Toni & Guy Hairdressing Academy-Cranston,Cranston,RI,0.3,12210.74,4620.0,0.109
South Texas Training Center,San Benito,TX,0.3,13796.55,5220.0,0.123
Columbia College,Vienna,VA,0.3,12950.78,4900.0,0.116
Vermont College of Fine Arts,Montpelier,VT,0.3,11312.11,4280.0,0.101
Advanced Welding Institute,South Burlington,VT,0.3,11364.97,4300.0,0.101
Paul Mitchell the School-Memphis,Memphis,TN,0.3,13162.23,4980.0,0.118
Pima Medical Institute-East Valley,Mesa,AZ,0.3,17576.06,6650.0,0.157
Paul Mitchell the School-Cleveland,Twinsburg,OH,0.4,11259.25,4260.0,0.117
Paul Mitchell the School-Columbus,Columbus,OH,0.3,11708.57,4430.0,0.105
Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,0.3,12078.59,4570.0,0.108
MediaTech Institute-Houston,Houston,TX,0.4,13135.8,4970.0,0.137
Miller-Motte College-Raleigh,Raleigh,NC,0.3,13558.68,5130.0,0.121
Lamson Institute,San Antonio,TX,0.4,13743.69,5200.0,0.143
College of Hair Design-East Campus,Lincoln,NE,0.3,13215.09,5000.0,0.118
Fortis College-Salt Lake City,Salt Lake City,UT,0.3,14615.88,5530.0,0.13
Polytechnic University of Puerto Rico-Miami,Miami,FL,0.3,13743.69,5200.0,0.123
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,0.3,14272.29,5400.0,0.127
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,0.3,11708.57,4430.0,0.105
Ross Medical Education Center-Battle Creek,Battle Creek,MI,0.4,11364.97,4300.0,0.118
Geisinger Commonwealth School of Medicine,Scranton,PA,0.4,11470.69,4340.0,0.119
"Josef's School of Hair, Skin & Body-Fargo",Fargo,ND,0.3,11629.28,4400.0,0.104
Miller-Motte College-McCann-Allentown,Allentown,PA,0.3,11999.3,4540.0,0.107
Salon Success Academy-Fontana,Fontana,CA,0.4,16360.28,6190.0,0.17
Salon Success Academy-Redlands,Redlands,CA,0.4,16598.15,6280.0,0.173
Strayer University-West Virginia,Scott Depot,WV,0.4,11972.87,4530.0,0.125
Paul Mitchell the School-Baton Rouge,Baton Rouge,LA,0.3,13479.39,5100.0,0.12
San Joaquin Valley College-Hesperia,Hesperia,CA,0.4,18236.82,6900.0,0.19
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,0.3,13717.26,5190.0,0.122
Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,0.4,13690.83,5180.0,0.143
University of Minnesota-Rochester,Rochester,MN,0.4,11787.86,4460.0,0.123
Health And Style Institute,Greensboro,NC,0.4,13479.39,5100.0,0.14
CBT Technology Institute-Cutler Bay,Cutler Bay,FL,0.3,14853.76,5620.0,0.133
Capri Beauty College,New Lenox,IL,0.4,11814.29,4470.0,0.123
Milan Institute-Bakersfield,Bakersfield,CA,0.4,15963.82,6040.0,0.166
Homestead Schools,Torrance,CA,0.4,15620.23,5910.0,0.163
Carrington College-Las Vegas,Las Vegas,NV,0.4,17787.51,6730.0,0.185
Carrington College-Reno,Reno,NV,0.3,16148.83,6110.0,0.144
Chamberlain University-Florida,Jacksonville,FL,0.3,14034.42,5310.0,0.125
Washington Barber College Inc,Little Rock,AR,0.3,13162.23,4980.0,0.118
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,0.3,15091.63,5710.0,0.135
Horizon University,Indianapolis,IN,0.3,12052.16,4560.0,0.108
Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,0.4,15699.52,5940.0,0.164
Academy for Jewish Religion-California,Los Angeles,CA,0.4,15197.35,5750.0,0.158
Angeles College,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Angeles Institute,ARTESIA,CA,0.4,15752.38,5960.0,0.164
Paul Mitchell the School-Temecula,Temecula,CA,0.4,16651.01,6300.0,0.173
TIGI Hairdressing Academy Guilford,Guilford,CT,0.4,12527.9,4740.0,0.13
International Institute of Cosmetology,Wethersfield,CT,0.3,11972.87,4530.0,0.107
Florida School of Traditional Midwifery,Gainesville,FL,0.3,14060.85,5320.0,0.126
Emerald Coast Technical College,DeFuniak Springs,FL,0.3,13822.98,5230.0,0.123
Immokalee Technical College,Immokalee,FL,0.3,14721.61,5570.0,0.131
American Academy of Cosmetology,Orange Park,FL,0.3,14034.42,5310.0,0.125
University of Fort Lauderdale,Lauderhill,FL,0.3,14034.42,5310.0,0.125
Aviation Institute of Maintenance-Orlando,Casselberry,FL,0.3,14325.15,5420.0,0.128
Summit Salon Academy,Tampa,FL,0.3,14615.88,5530.0,0.13
Summit Salon Academy-Gainesville,Gainesville,FL,0.3,14087.28,5330.0,0.126
Tenaj Salon Institute,The Villages,FL,0.3,14351.58,5430.0,0.128
Profile Institute of Barber-Styling,Atlanta,GA,0.3,13426.53,5080.0,0.12
Keune Academy by 124,Lawrenceville,GA,0.3,13479.39,5100.0,0.12
Pacific Rim Christian University,Honolulu,HI,0.3,15778.81,5970.0,0.141
Paul Mitchell the School-Twin Falls,TWIN FALLS,ID,0.3,14880.19,5630.0,0.133
Ambria College of Nursing,Hoffman Estates,IL,0.4,11893.58,4500.0,0.124
Midwestern Career College,Chicago,IL,0.4,11893.58,4500.0,0.124
Paul Mitchell the School-Normal,Normal,IL,0.3,12316.46,4660.0,0.11
Innovations Design Academy,Canton,IL,0.4,12369.32,4680.0,0.129
Aveda Fredric's Institute-Indianapolis,Carmel,IN,0.3,12078.59,4570.0,0.108
Summit Salon Academy,Anderson,IN,0.3,11972.87,4530.0,0.107
Eric Fisher Academy,Wichita,KS,0.3,14113.71,5340.0,0.126
My Le's Beauty College,Gretna,LA,0.4,13532.25,5120.0,0.141
Blackstone Valley Vocational Regional School District,Upton,MA,0.3,12052.16,4560.0,0.108
Southern Worcester County Regional Vocational School District,Charlton,MA,0.3,12025.73,4550.0,0.107
L'esprit Academy,Canton,MI,0.3,11682.14,4420.0,0.104
Marketti Academy of Cosmetology,Waterford,MI,0.3,11576.42,4380.0,0.103
Avalon School of Cosmetology,Worthington,MN,0.3,12263.6,4640.0,0.109
American Business and Technology University,St Joseph,MO,0.3,13056.5,4940.0,0.117
City Vision University,Kansas City,MO,0.3,13082.93,4950.0,0.117
Bitterroot School of Cosmetology,Hamilton,MT,0.3,12897.92,4880.0,0.115
Montana Academy of Salons,Great Falls,MT,0.3,12792.2,4840.0,0.114
National Career Institute,East Orange,NJ,0.3,12369.32,4680.0,0.11
Paul Mitchell the School-Albuquerque,Albuquerque,NM,0.3,17443.91,6600.0,0.156
International Academy of Style,Reno,NV,0.3,16307.42,6170.0,0.146
EDP School,Brooklyn,NY,0.3,12316.46,4660.0,0.11
New York Medical Career Training Center,Flushing,NY,0.3,12025.73,4550.0,0.107
Institute of Culinary Education,New York,NY,0.3,12210.74,4620.0,0.109
The Salon Professional Academy-Tonawanda,Tonawanda,NY,0.4,11232.82,4250.0,0.117
Paul Mitchell the School-NYC,Staten Island,NY,0.3,12395.75,4690.0,0.111
Four County Career Center,Archbold,OH,0.3,11629.28,4400.0,0.104
Summit Salon Academy-Perrysburg,Perrysburg,OH,0.4,11549.98,4370.0,0.12
Portland Actors Conservatory,Portland,OR,0.3,10677.79,4040.0,0.095
Somerset County Technology Center,Somerset,PA,0.4,11338.54,4290.0,0.118
Metro Beauty Academy,Allentown,PA,0.3,12105.02,4580.0,0.108
Academy for Careers and Technology,Mullins,SC,0.3,13849.41,5240.0,0.124
Aiken School of Cosmetology and Barbering,Aiken,SC,0.3,13770.12,5210.0,0.123
Love Beauty School Inc,Manchester,TN,0.3,12765.77,4830.0,0.114
Houston International College Cardiotech Ultrasound School,Houston,TX,0.4,13267.95,5020.0,0.138
DuVall's School of Cosmetology,Bedford,TX,0.4,14166.57,5360.0,0.148
Texas Beauty College,Haltom city,TX,0.4,14219.43,5380.0,0.148
Avenue Five Institute,Austin,TX,0.3,13690.83,5180.0,0.122
The Salon Professional Academy-Lewisville,Lewisville,TX,0.4,13770.12,5210.0,0.143
Renaissance Academie,Provo,UT,0.3,14853.76,5620.0,0.133
Ascent College,Hampton,VA,0.3,13294.38,5030.0,0.119
Institute of Advanced Medical Esthetics,Ashland,VA,0.3,13188.66,4990.0,0.118
Aveda Arts & Sciences Institute Seattle,Seattle,WA,0.3,10519.21,3980.0,0.094
Northwest School of Wooden Boat Building,Port Hadlock,WA,0.3,10122.76,3830.0,0.09
The Salon Professional Academy-Onalaska,Onalaska,WI,0.3,11708.57,4430.0,0.105
West Coast University-Orange County,Anaheim,CA,0.4,15805.24,5980.0,0.165
West Coast University-Ontario,Ontario,CA,0.4,16175.26,6120.0,0.168
Paul Mitchell the School-Chicago,Chicago,IL,0.4,11893.58,4500.0,0.124
Miller-Motte College-Fayetteville,Fayetteville,NC,0.3,13611.54,5150.0,0.122
European Massage Therapy School-Las Vegas,Las Vegas,NV,0.4,17708.21,6700.0,0.184
Miller-Motte College-Columbus,Columbus,GA,0.3,13743.69,5200.0,0.123
The Art Institute of Virginia Beach,Virginia Beach,VA,0.3,13241.52,5010.0,0.118
Fortis College-Indianapolis,Indianapolis,IN,0.3,12105.02,4580.0,0.108
Empire Beauty School-E Memphis,Memphis,TN,0.3,13162.23,4980.0,0.118
Empire Beauty School-Nashville,Brentwood,TN,0.3,12792.2,4840.0,0.114
Empire Beauty School-Jackson,Jackson,TN,0.3,12977.21,4910.0,0.116
Empire Beauty School-Springfield,Springfield,PA,0.3,12554.33,4750.0,0.112
Empire Beauty School-Speedway,Speedway,IN,0.3,12105.02,4580.0,0.108
Empire Beauty School-Morrow,Morrow,GA,0.3,13532.25,5120.0,0.121
Strayer University-Arkansas,Little Rock,AR,0.3,13135.8,4970.0,0.117
Strayer University-Georgia,Chamblee,GA,0.3,13400.1,5070.0,0.12
Strayer University-Mississippi,Jackson,MS,0.3,13452.96,5090.0,0.12
Strayer University-South Carolina,Greenville,SC,0.3,13822.98,5230.0,0.123
Strayer University-Texas,Farmers Branch,TX,0.4,14060.85,5320.0,0.146
The Art Institute of San Antonio,San Antonio,TX,0.4,13690.83,5180.0,0.143
Empire Beauty School-Charlotte,Charlotte,NC,0.3,13743.69,5200.0,0.123
Empire Beauty School-Winston-Salem,Winston-Salem,NC,0.3,13505.82,5110.0,0.121
Empire Beauty School-West Palm,West Palm Beach,FL,0.3,14060.85,5320.0,0.126
Empire Beauty School-Pineville,Charlotte,NC,0.3,13717.26,5190.0,0.122
Paul Mitchell the School-Phoenix,Phoenix,AZ,0.3,17734.65,6710.0,0.158
All Beauty College,Bullhead City,AZ,0.4,17628.92,6670.0,0.184
Paul Mitchell the School-Modesto,Modesto,CA,0.3,15435.22,5840.0,0.138
Cosmo Beauty Academy,Sacramento,CA,0.3,15170.92,5740.0,0.135
Paul Mitchell the School-Fresno,Fresno,CA,0.3,15540.94,5880.0,0.139
Unitek College,Fremont,CA,0.4,15355.93,5810.0,0.16
Gurnick Academy of Medical Arts,San Mateo,CA,0.4,14721.61,5570.0,0.153
Paul Mitchell the School-East Bay,Pleasant Hill,CA,0.4,15223.78,5760.0,0.159
South University-Richmond,Glen Allen,VA,0.3,13215.09,5000.0,0.118
South University-Virginia Beach,Virginia Beach,VA,0.3,13241.52,5010.0,0.118
Aveda Institute-Denver,Denver,CO,0.3,14668.75,5550.0,0.131
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,0.4,15461.65,5850.0,0.161
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,0.3,15725.95,5950.0,0.14
Paul Mitchell the School-Delaware,Newark,DE,0.3,12686.48,4800.0,0.113
Future-Tech Institute,Miami,FL,0.3,14695.18,5560.0,0.131
Fred K Marchman Technical College,New Port Richey,FL,0.3,14695.18,5560.0,0.131
The Salon Professional Academy-Ft Myers,Fort Myers,FL,0.3,14906.62,5640.0,0.133
Universal Spa Training Academy,Downers Grove,IL,0.4,11946.44,4520.0,0.124
The Salon Professional Academy-Evansville,Evansville,IN,0.3,12607.19,4770.0,0.113
Tri County Regional Vocational Technical High School,Franklin,MA,0.3,12025.73,4550.0,0.107
Compass College of Film and Media,Grand Rapids,MI,0.3,11497.12,4350.0,0.103
Nova Academy of Cosmetology,Rochester,MN,0.3,11682.14,4420.0,0.104
SAE Institute of Technology-New York,New York,NY,0.3,12184.31,4610.0,0.109
Sage School of Massage & Esthetics,Bend,OR,0.3,14245.86,5390.0,0.127
Peloton College,Dallas,TX,0.4,13902.27,5260.0,0.145
ABC Beauty Academy,Richardson,TX,0.4,13955.13,5280.0,0.145
Salon & Spa Institute,Brownsville,TX,0.3,13717.26,5190.0,0.122
American Beauty Academy,Payson,UT,0.3,14430.87,5460.0,0.129
Summit Salon Academy,Tacoma,WA,0.3,10572.07,4000.0,0.094
Paul Mitchell the School-Milwaukee,Wauwatosa,WI,0.4,11867.15,4490.0,0.124
Touro University Worldwide,Los Alamitos,CA,0.4,15752.38,5960.0,0.164
Touro University California,Vallejo,CA,0.4,14827.33,5610.0,0.154
The Chicago School of Professional Psychology at Washington DC,Washington,DC,0.3,12871.49,4870.0,0.115
Touro University Nevada,Henderson,NV,0.4,17628.92,6670.0,0.184
Herzing University-Kenosha,Kenosha,WI,0.4,11814.29,4470.0,0.123
Herzing University-Brookfield,Brookfield,WI,0.3,11814.29,4470.0,0.105
Texas A&M University-San Antonio,San Antonio,TX,0.4,13743.69,5200.0,0.143
Fortis Institute,Houston,TX,0.4,13215.09,5000.0,0.138
Southern Careers Institute-Brownsville,Brownsville,TX,0.3,13717.26,5190.0,0.122
Southern Careers Institute-Harlingen,Harlingen,TX,0.3,13796.55,5220.0,0.123
Strayer University-Global Region,Washington,DC,0.3,12871.49,4870.0,0.115
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,0.3,13875.84,5250.0,0.124
Fortis College-Columbia,Columbia,SC,0.3,13796.55,5220.0,0.123
Ross Medical Education Center-Davison,Davison,MI,0.3,11444.26,4330.0,0.102
Ross Medical Education Center-Granger,Granger,IN,0.3,11602.85,4390.0,0.104
Ross Medical Education Center-Niles,Niles,OH,0.4,11338.54,4290.0,0.118
Ross Medical Education Center-Canton,Canton,MI,0.3,11682.14,4420.0,0.104
Pima Medical Institute-Houston,Houston,TX,0.4,13135.8,4970.0,0.137
Illinois Media School-Chicago Campus,Chicago,IL,0.4,11893.58,4500.0,0.124
Miller-Motte College-STVT-San Antonio,San Antonio,TX,0.4,13822.98,5230.0,0.144
Concorde Career College-Dallas,Dallas,TX,0.4,13955.13,5280.0,0.145
Concorde Career Institute-Orlando,Orlando,FL,0.3,14245.86,5390.0,0.127
Concorde Career College-San Antonio,San Antonio,TX,0.4,13796.55,5220.0,0.144
Johnson & Wales University-Online,Providence,RI,0.3,12131.45,4590.0,0.108
Fairfax University of America,Fairfax,VA,0.3,12950.78,4900.0,0.116
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,0.4,11655.71,4410.0,0.121
Moreno Valley College,Moreno Valley,CA,0.4,16677.44,6310.0,0.174
Norco College,Norco,CA,0.4,16280.99,6160.0,0.17
Dorsey College-Saginaw,Saginaw,MI,0.4,11682.14,4420.0,0.122
Milan Institute of Cosmetology-La Quinta,La Quinta,CA,0.4,17893.23,6770.0,0.186
Milan Institute-Boise,Boise,ID,0.3,14536.59,5500.0,0.13
Milan Institute of Cosmetology-El Paso,El Paso,TX,0.4,17761.08,6720.0,0.185
Universal Technical Institute-Dallas Fort Worth,Irving,TX,0.4,14034.42,5310.0,0.146
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,0.4,14536.59,5500.0,0.151
American Sentinel College of Nursing and Health Sciences,Waterbury,CT,0.4,12157.88,4600.0,0.127
Hawaii Medical College,Honolulu,HI,0.3,16756.73,6340.0,0.15
Carolina College of Hair Design,Asheville,NC,0.3,13373.67,5060.0,0.119
College of Massage Therapy,Blackfoot,ID,0.3,13955.13,5280.0,0.125
Miller-Motte College-Jacksonville,Jacksonville,NC,0.3,13505.82,5110.0,0.121
Miller-Motte College-Augusta,Augusta,GA,0.3,13822.98,5230.0,0.123
Miller-Motte College-Conway,Conway,SC,0.3,13822.98,5230.0,0.123
Aveda Institute-Portland,Portland,OR,0.3,10677.79,4040.0,0.095
Chamberlain University-Virginia,Vienna,VA,0.3,12950.78,4900.0,0.116
Penrose Academy,Scottsdale,AZ,0.3,17708.21,6700.0,0.158
Skin Institute,Saint Louis,MO,0.3,12845.06,4860.0,0.115
Beauty Academy of South Florida,Hialeah Gardens,FL,0.3,13743.69,5200.0,0.123
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,0.4,14060.85,5320.0,0.146
The Salon Professional Academy,Sherwood,AR,0.3,13109.37,4960.0,0.117
The Salon Professional Academy-St Charles,St. Charles,MO,0.3,12897.92,4880.0,0.115
Mildred Elley-New York Campus,New York,NY,0.3,12210.74,4620.0,0.109
National Paralegal College,Phoenix,AZ,0.3,17681.78,6690.0,0.158
Carolina College of Biblical Studies,Fayetteville,NC,0.3,13637.97,5160.0,0.122
Northeast Technology Center,Pryor,OK,0.3,13505.82,5110.0,0.121
Allstate Hairstyling & Barber College,Cleveland,OH,0.3,11179.96,4230.0,0.1
Omega Graduate School,Dayton,TN,0.3,12818.63,4850.0,0.114
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,0.3,12686.48,4800.0,0.113
New York Film Academy,Burbank,CA,0.4,16280.99,6160.0,0.17
International College of Cosmetology,Oakland,CA,0.4,14668.75,5550.0,0.153
Bella Capelli Academy,Monroeville,PA,0.3,11523.55,4360.0,0.103
Institute of Medical Careers,Pittsburgh,PA,0.3,11497.12,4350.0,0.103
Flagler Technical College,Palm Coast,FL,0.3,14087.28,5330.0,0.126
Galaxy Medical College,North Hollywood,CA,0.4,16280.99,6160.0,0.17
American Medical Sciences Center,Glendale,CA,0.4,16043.11,6070.0,0.167
Mandalyn Academy,American Fork,UT,0.3,14695.18,5560.0,0.131
